PN,DESCRIPTION,COMPONENT PN,CERTIFICATE,QTY,Owner
MFD611-1,"LAMP,6 LEG",333MFD1-1,EASA,1,HX
MG714-330K-1%,HV RESISTOR,827-3448-001,Confirm When Quote,20,HX
MIL-LT 1/4 BLU,"TUBING, THERMOFIT",233A2221-29,OEM COC,689,HX
MIL-S-19500-127,DIODE,,Confirm When Quote,6,HX
MIL-W-16878/5,WIRE,30-1401-3,FAA,10,HX
MISC-062,BATTERY,10-0067-9,FAA,8,HX
MISC50278,BALL,,Confirm When Quote,27,HX
MISC50411,BALL,4510-22UF-00,FAA,2,HX
MISC-50470,"BALL,VENT VLAVE",4510-22UF-00,EASA,5,HX
MJ13333,TRANSISTOR,822-0990-003,Confirm When Quote,8,HX
MJ13335,IC,10-61833-1,Confirm When Quote,5,HX
MJ13335,IC,10-61833-1,Confirm When Quote,3,HX
MJ3772,TRANSISTOR,,Confirm When Quote,2,HX
MJE3055T,TANSISTOR,SC2253A,Confirm When Quote,8,HX
MKC1862,CAPACITOR,8ES455012-00,FAA,10,HX
MM54C14J-883,IC,617-6265-002,Confirm When Quote,8,HX
MM70C98J883B,IC,,Confirm When Quote,1,HX
MM74HC123AM,IC,7743-00363-02,Confirm When Quote,9,HX
MM74HCT273N,IC,664700500A4D,FAA,6,HX
MM74HCT32M,IC,49-170-11,FAA,17,HX
MMBD6050LT1,DIODE,071-01503-2601,Confirm When Quote,8,HX
MMPQ2222A,IC,822-0299-020,Confirm When Quote,2,HX
MMSZ5258BT1,DIODE,473925,Confirm When Quote,6,HX
MOC3041,"COUPLER,OPTOELECTRONIC",785-620-2,FAA,5,HX
MP3-5389,MOD KIT,,Confirm When Quote,1,HX
MP3-5403-5420,MOD-KIT,,JAA FORM1,3,HX
MP3-5559,MOD KIT,,Confirm When Quote,1,HX
MR061A822JAA,CAPACITOR,777-1492-005,FAA,5,HX
MR061C224KTA,CAPACITOR,SIC5059-11-0207,FAA,2,HX
MR1126,RECTIFIER,65-52801-31,OEM COC,4,HX
MRE-773,RESISTOR,11-6537-9,Confirm When Quote,1,HX
MRF154,MOSFET,C19298AF05,Confirm When Quote,2,HX
MS122076,NSERT,30-2581-3,FAA,4,HX
MS16535-112,RIVET,45-0351-2,FAA,4,HX
MS16995−54,"SCREW,",2100-1025-22,Confirm When Quote,4,HX
MS18029-1L9,COVER,64753-001-003,Confirm When Quote,12,HX
MS20426A3-6A,RIVET,56980,OEM COC,192,HX
MS20470AD2-2-5,RIVET,2587335-11,Confirm When Quote,96,HX
MS21043-04,NUT,30-0909-201,OEM COC,2,HX
MS21043-04,NUT,30-0909-201,OEM COC,1,HX
MS21043-08,NUT,30-2414-3,Confirm When Quote,17,HX
MS21044C04,螺母,980-4700-001,Confirm When Quote,80,HX
MS21209F1-10,INSERT,82000-48701,OEM COC,10,HX
MS21342-203,SCREW,C16235AA,OEM COC,6,HX
MS21919WCJ9,CLAMP,45-0351-4,Confirm When Quote,1,HX
MS24266R10T2SN,CONNECTOR,30-0906-105,FAA,1,HX
MS24266R14B15SN,联接器,822-1567-102,OEM COC,1,HX
MS24266R18B31P6,连接器,69-37324-78,OEM COC,1,HX
MS24266R18B31P7,连接器,69-37324-78,OEM COC,1,HX
MS24523-23,SWITCH,233A3209-2,Confirm When Quote,1,HX
MS24659-23D,SWITCH,69-37324-78,FAA,1,HX
MS24693-50B,SCREW,,Confirm When Quote,3,HX
MS24693C3,SCREW,D717-02-001,Confirm When Quote,2,HX
MS24693-C47,SCREW,4310000-00-55,Confirm When Quote,13,HX
MS24693C8,SCREW,,FAA,1,HX
MS24693-S272,"SCREW, FH,",701510,OEM COC,117,HX
MS24694C2,SCREW,64753-001-003,Confirm When Quote,10,HX
MS25036-107,TERMINAL,60-3368-7,Confirm When Quote,15,HX
MS25089-1CRL,SWITCH PUSH,1506993,Confirm When Quote,1,HX
MS25089-1CRL,SWITCH PUSH,1506993,Confirm When Quote,3,HX
MS25089-1F,"SWITCH, PUSHBUTTON",42-935-2,FAA,1,HX
MS25089-4G,SWITCH,2117388-15,OEM COC,3,HX
MS25224-1,GUARD SWITCH,1506993,Confirm When Quote,5,HX
MS25224-1,GUARD SWITCH,1506993,Confirm When Quote,3,HX
MS26574-1-2,CIRCUIT BREAKER 0.5A,1151952-19,OEM COC,2,HX
MS27183-3,WASHER,5145-1-77,Confirm When Quote,100,HX
MS27295-8,盖,42-009-004,Confirm When Quote,1,HX
MS27467T13F35S,连接器,,Confirm When Quote,1,HX
MS27467T25F35S,联接器,,Confirm When Quote,1,HX
MS27506B13-1,CLAMP,,Confirm When Quote,2,HX
MS27506B25-1,联接器,,Confirm When Quote,1,HX
MS27506F14-2,尾夹,,Confirm When Quote,2,HX
MS27508E14B18P,CONNECTOR,,Confirm When Quote,1,HX
MS27718-27-1,SWITCH,42-935-2,Confirm When Quote,1,HX
MS28773-05,封圈,3-1692-1,Confirm When Quote,50,HX
MS29513-019,RING,LK-35-2,Confirm When Quote,55,HX
MS3057-16A,BACKSHELL,835677,Confirm When Quote,1,HX
MS3116-10-6S,PLUG,,Confirm When Quote,1,HX
MS3126F14-19S,PLUG,5145-1-64,EASA,1,HX
MS3126F16-8S,CONNECTOR,30-0909-201,Confirm When Quote,1,HX
MS3417-18N,联接器,,Confirm When Quote,1,HX
MS3476L22B55SW,CONNECTOR,,Confirm When Quote,1,HX
MS3476L8-33S,Mating Connector,30-1401 -3,Confirm When Quote,1,HX
MS35206-213,螺钉,60-3368-7,OEM COC,494,HX
MS35216-12,SCREW,8055515-4507,FAA,116,HX
MS35216-2,SCREW,8055515-4507,Confirm When Quote,7,HX
MS35233-13,SCREW,,Confirm When Quote,95,HX
MS35233-14,SCREW,,Confirm When Quote,67,HX
MS35333-36,WASHER,K226ABM4,Confirm When Quote,197,HX
MS35337-44,WASHER,941D335-4,FAA,6,HX
MS35337-44,WASHER,941D335-4,FAA,6,HX
MS35338−135,"WASHER, LOCK",176944-02,EASA,50,HX
MS35338-138,LOCK WASHER,622-5342-101,Confirm When Quote,1,HX
MS35338-138,LOCK WASHER,622-5342-101,FAA,2,HX
MS35338-79,WASHER,8055515-4507,Confirm When Quote,7,HX
MS35649-224,NUT,82000-48301,Confirm When Quote,27,HX
MS35650-314,NUT,285A1010-9,Confirm When Quote,50,HX
MS51021-1,SETSCREW,10037-0770,OEM COC,40,HX
MS51021-21,SCREW,711002-5,Confirm When Quote,3,HX
MS51021-22,顶丝,711002-5,FAA,7,HX
MS51830-102L,插件,,Confirm When Quote,5,HX
MS51896−2B,SCREW,176944-02,OEM COC,12,HX
MS51957-15,SCREW,45-0351-4,Confirm When Quote,368,HX
MS51957-17,螺丝,980-4700-001,Confirm When Quote,59,HX
MS51957-6,螺丝,066-1093-10,Confirm When Quote,23,HX
MS51958-122,SCREW,285A1010-9,Confirm When Quote,50,HX
MS51958-62,SCREW,30-2481-3,Confirm When Quote,199,HX
MS51958-63,SCREW,30-2414-3,Confirm When Quote,98,HX
MS51959-27,SCREW,701284,FAA,1,HX
MS51963-30,螺丝,,Confirm When Quote,5,HX
MS51975-18,SCREW,622-1396-101,FAA,8,HX
MS75088-7,电感,166805-06-01,JAA FORM1,2,HX
MS9021-006,O-RING I/W AS3578-006,7123-19973-02AB,OEM COC,149,HX
MS90451-6832AS15,LAMP,69-76436-9,FAA,1,HX
MS91528-0P3B,KNOB,,OEM COC,2,HX
MS91528-1K2B,KNOB,607510-3,Confirm When Quote,1,HX
MSA0386,IC,822-1567-102,FAA,91,HX
MT05930018,Cable,8055515-4507,FAA,3,HX
MTC8101,IC,11-6537-9,FAA,1,HX
MTC812,IC,11-6537-9,FAA,1,HX
MTR28515T,IC DC DC CONVERTER,49-170-11,FAA,1,HX
MW164,WASHER,64753-001-003,Confirm When Quote,100,HX
MX536ASH,IC,2041444-0406,Confirm When Quote,5,HX
MX574AKEWI,IC,49-170-11,OEM COC,1,HX
N0.18 VARGLAS TYP HO GRY,VARGLAS SLEEVE,233A3201-2,FAA,20,HX
NAS1100-04-12,SCREW,LA2E90707HM0100,Confirm When Quote,6,HX
NAS1102E06-12,SCREW,040000-1,Confirm When Quote,9,HX
NAS1102E08-8P,SCREW,1X2005097-00,OEM COC,10,HX
NAS1149CN632R,WASHER,45-0351-4,OEM COC,180,HX
NAS1149D0316H,WASHER,30-2481-5,FAA,2,HX
NAS1149D0363H,WASHER,31-5451-1,FAA,200,HX
NAS1149D0416H,WASHER,8202-16-0000-11,Confirm When Quote,300,HX
NAS1149D0432J,WASHER,45-0351-4,FAA,98,HX
NAS1190-02P3,"SCREW, SELF-LOCKING",LA2B00300A40000,OEM COC,49,HX
NAS1190-04P3,"SCREW,SELF-LOCKING",LA2T0G20503B050,Confirm When Quote,27,HX
NAS1301-6-5,SCREW,70111-0032,Confirm When Quote,33,HX
NAS1352C04LL5P,SCREW,,FAA,5,HX
NAS1352N06-12P,SCREW,45-0351-3,FAA,5,HX
NAS1387-2,splice,233A3213-2,FAA,7,HX
NAS1635-04-5,SCREW,35-1H5-1002,OEM COC,10,HX
NAS1662-20,PIN,1X2005097-00,OEM COC,4,HX
NAS1802-08-11,SCREW,RD-AA902125-03,Confirm When Quote,2,HX
NAS43DD0-11FC,SPACER,69-37346-2146,FAA,10,HX
NAS43DD0-7,SPACER,,Confirm When Quote,9,HX
NAS514P440-5P,SCREW,4051601-937,OEM COC,20,HX
NAS514P440-6P,SCREW,1X2455912-10,FAA,96,HX
NAS549GL4,Insulating Washer,69-78214-1,Confirm When Quote,20,HX
NAS601-4P,SCREW,1X2455912-10,Confirm When Quote,82,HX
NAS601-7P,SCREW,,Confirm When Quote,3,HX
NAS602-8,SCREW,1X2005097-00,Confirm When Quote,74,HX
NAS603-7,SCREW,1506993,Confirm When Quote,56,HX
NAS6203L2H,BOLT,-72622,Confirm When Quote,10,HX
NAS620C0,WASHER,285A1010-9,Confirm When Quote,40,HX
NFA81R00C471,"CAPACITOR ,FILTER",TLS755-01-0102A,FAA,4,HX
NM27C256V200,IC,4082260-937,Confirm When Quote,2,HX
NM27C256V200,IC,4082260-937,Confirm When Quote,1,HX
NMC27C16QE-45,"MEMORY,IC",10035-2000-02,FAA,6,HX
NO.47,LAMP,522-2996-011,Confirm When Quote,4,HX
NS40051,BRAISED WIRE ASSY,1A081-0155-1,FAA,1,HX
NS40052,SWITCH,60B50058-6,FAA,1,HX
NS40054,SHAFT ASSY,1A081-0155-11,OEM COC,1,HX
NS40054,SHAFT ASSY,1A081-0155-11,OEM COC,1,HX
NS40054,SHAFT ASSY,1A081-0155-11,OEM COC,1,HX
NSA 938028 E 12 FPN,Plug connector adapting to connector,650CC01,Confirm When Quote,1,HX
NSA931500-6,GUARD-SWITCH,"D9255003200200,D9255003200400",Confirm When Quote,2,HX
NSA938152SB2000,CONTACT,35-1H5-1002,OEM COC,1,HX
NSA938152SB2000,CONTACT,35-1H5-1002,Confirm When Quote,6,HX
NSA938152SB2000,CONTACT,35-1H5-1002,Confirm When Quote,14,HX
NSXN1P101X0001,CONNECTOR,600611-00-601,Confirm When Quote,1,HX
NTE123AP,TRANSISTOR,,Confirm When Quote,20,HX
NTE-5444,闸流管,,Confirm When Quote,2,HX
NY04-090N,BUSHING,2233000-4-A,Confirm When Quote,16,HX
OL327AS15-297,LAMP,5145-1-42,Confirm When Quote,7,HX
OP02CP,IC,2233000-45,OEM COC,1,HX
OP07AZ/883C,IC,755SUE2-3,Confirm When Quote,1,HX
OR0941,O型密封圈,4510-22UF00,FAA,10,HX
OR50019,O-RING,4510-22UF00,FAA,1,HX
P2-07-0019-102,"BracketAssembly, Mounting –Gray（支架）",P2-07-0015-002,FAA,1,HX
P2-07-0021-002,battery pack,P2-07-0015-002,FAA,4,HX
P405WBG5HNG,LAMP,,Confirm When Quote,2,HX
P405WBR5HNR,LAMP,,Confirm When Quote,5,HX
P4-10172,"SWITCH, PUSHBUTTON",42-719-02,FAA,2,HX
P560097004,IC,RD-FW7805-10,FAA,1,HX
P6KE18CA,DIODE,759D0000-02,FAA,6,HX
P7-500018,BUTTON,90-44201-2,Confirm When Quote,23,HX
P87C51SBAA,IC,617-6231-011,Confirm When Quote,5,HX
PA001,IC,759C0000-02,TCCA,2,HX
PBA1HS1SLT3NDC-3LIG+LS,LS按键,C12849AB04,OEM COC,4,HX
PC223-7272-8058,CONNECTOR,2117342-20,FAA,3,HX
PC223-7272-8058,CONNECTOR,2117342-20,FAA,1,HX
PC433-800D59D,转子,,Confirm When Quote,1,HX
PC74HC244T,IC,115370-1016,FAA,46,HX
PCR1206F59KBPB,RESISTOR,49-170-11,OEM COC,5,HX
PCR1206F59KBPB,RESISTOR,49-170-11,Confirm When Quote,41,HX
PCT-78,"TRANSFORMER, AUDIO",965-1690-052,FAA,4,HX
PE003,EPROM,759A0000-10,EASA,2,HX
PE-5760,TRANSFORMER,,FAA,1,HX
PH9117,TRANSISTOR,,Confirm When Quote,1,HX
PIC-601,IC,622-5222-102,OEM COC,4,HX
PIC-601,IC,622-5222-102,OEM COC,3,HX
PL54U82J6,"SCREW, SOCKET CAP",980-6022-001,FAA,14,HX
PLT1M-C76,扎带,30-2581-3,FAA,28,HX
PM81A100KK,VARIABLE RESISTOR,35-0E5-151331,FAA,5,HX
PM81A100KK,VARIABLE RESISTOR,35-0E5-151331,Confirm When Quote,4,HX
PN13622,blue filter,196PN01Y02,EASA,2,HX
PR007,"IC, RAM, STATIC 2KX8",964-0453-001,OEM COC,11,HX
PT9700,TRANSISTOR,,Confirm When Quote,1,HX
PVG612S,"RELAY, PHOTOVOLTAIC",LA2B00600H31100,FAA,16,HX
Q200000002,TRANSISTOR,RD-FW7805-10,FAA,5,HX
Q4554,LAMP,8000282Y00,Confirm When Quote,2,HX
Q63100P2430C950,Thermistor,6664287-0,OEM COC,6,HX
Q850042,IC,759D0000-02,EASA,19,HX
Q850199,MICROCIRCUIT,49-170-11,EASA,5,HX
QQW343H28S1T,WIRE,1235618,Confirm When Quote,3,HX
R1206-1K2-4,RESISTOR,11-6537-9,Confirm When Quote,99,HX
R21M51970L,IC LINE,,Confirm When Quote,2,HX
R21U9C177C,IC,,Confirm When Quote,2,HX
R21UPC4312H,IC,RD-AV2133-03,FAA,2,HX
R21UPC458C,放大器,RD-AX7308-01,Confirm When Quote,1,HX
R287103001,RESISTOR,RD-FW7805-10,FAA,1,HX
R2BSSY44C01V28GJ231,BEARING,E21327006,JAA FORM1,8,HX
R2BSSY44COXV,BEARING,H321AKM1,Confirm When Quote,7,HX
R2BX57C11V11G38,BEARING,705-15V1,Confirm When Quote,2,HX
R2CB3579A,CRYSTAL,RD-AV9809-01,FAA,2,HX
R2CB4433A,CRYSTAL,RD-AV9810-01,FAA,1,HX
R2D1SS355X,"DIODE, CHIP",RD-AA902125-03,FAA,5,HX
R2DDAN217X,"DIODE, CHIP",RD-AV9844-02,FAA,3,HX
R2DMA700A,DIODE,RD-AX7271,FAA,3,HX
R2DS4VB20,RECTIFIER,RD-AV3006-01,FAA,3,HX
R2DSLR34MG5,LED,,FAA,6,HX
R2I16L8ANC07,IC,RD-AV3006-01,Confirm When Quote,2,HX
R2I6109G518,"IC, LCD SYNC CONTROLLER",RD-AV9810-01,FAA,1,HX
R2IAQV202,IC PHOTO MOS RELAY,RD-AV3006-01,FAA,1,HX
R2IBR93CS46,"IC, EEPROM",RD-AA5002-22,FAA,1,HX
R2IICPN20,FUSE,RD-AV9810-01,FAA,2,HX
R2ILA7222,IC,RD-AV9810-01,FAA,2,HX
R2IM5109P,IC,RD-AX7308-01,Confirm When Quote,2,HX
R2IMB88324A,IC,,Confirm When Quote,1,HX
R2IMB88324A,IC,,Confirm When Quote,1,HX
R2ISCI7661,IC,RD-AV3006-01,Confirm When Quote,1,HX
R2ITC4053BF,IC,RD-AV3006-01,Confirm When Quote,1,HX
R2ITC4094BP,IC,RD-AX7308-01,Confirm When Quote,1,HX
R2IUPC1482G,IC,RD-AV9810-01,FAA,1,HX
R2IUPC1482G,IC,RD-AV9810-01,FAA,3,HX
R2IUPC258C,IC,,FAA,1,HX
R2SGP2L22B,PHOTO-INTERRUPTER,,FAA,5,HX
R2T2SA1900X,"TRANSISTOR, CHIP",RD-AA902125-03,FAA,8,HX
R2T2SC2001,TRANSISTOR,066-01127-1402,Confirm When Quote,8,HX
R2T2SD794AQ,IC,,Confirm When Quote,4,HX
R2TDTC114YKX,"TRANSISTOR, CHIP",RD-AA902124-01,Confirm When Quote,1,HX
R2ZAV9843ZB,"SUPPLY UNIT (A5), POWER",RD-AV9844-02,FAA,1,HX
R3EA1HKG4R7,CAPACITOR,RD-AV9810-01,FAA,19,HX
R3EA1HXSR33,CAPACITOR,RD-AV9810-01,FAA,7,HX
R3EA1HXSR47,CAPACITOR,RD-AV9810-01,FAA,11,HX
R3EVHA1C100R,"CAPACITOR, ELECTROLYTIC",RD-AA5002-24,FAA,4,HX
R3EVHA1C100R,"CAPACITOR, ELECTROLYTIC",RD-AA5002-24,FAA,14,HX
R3EVHA1C100R,"CAPACITOR, ELECTROLYTIC",RD-AA5002-24,FAA,6,HX
R3EVHA1C470P,"CAPACITOR, ELECTROLYTIC",RD-AA5002-24,FAA,24,HX
R3EVHA1E100R,"CAPACITOR, ELECTROLYTIC",RD-AA5002-24,FAA,4,HX
R3EVHA1E100R,"CAPACITOR, ELECTROLYTIC",RD-AA5002-24,FAA,20,HX
R3EVHA1H1R0R,"CAPACITOR, ELECTROLYTIC",RD-AA5002-24,FAA,5,HX
R3EVHA1H1R0R,"CAPACITOR, ELECTROLYTIC",RD-AA5002-24,FAA,10,HX
R3QP1H102JZ,CAPACITOR,RD-AV9810-01,FAA,10,HX
R3UV1H391KD,CAPACITOR,RD-AV2133-03,Confirm When Quote,2,HX
R4DS2TJ220,RESISTOR,RD-AX7271,FAA,3,HX
R4L4Z33A,TRAP,RD-AV9810-01,FAA,1,HX
R4N502H103H0,VARIABLE RESISTOR,RD-AV9809-01,FAA,1,HX
R4N502H501H0,RESISTOR,,Confirm When Quote,1,HX
R4N502H502H0,RESISTOR,,Confirm When Quote,1,HX
R4R18XJ102VE,RESISTOR,RD-AV2133-03,Confirm When Quote,1,HX
R4R18XJ331VE,RESISTOR,RD-AV2133-03,Confirm When Quote,1,HX
R4R18XJ472VE,RESISTOR,,FAA,5,HX
R4R18XJ564VE,RESISTOR,RD-AX7271,FAA,3,HX
R4R6GCJ681TE,RESISTOR,,Confirm When Quote,3,HX
R5BMMCT500MA,FUSE,RD-AA5002-24,FAA,4,HX
R5BSSTC2A,FUSE,RD-AV9810-01,FAA,6,HX
R5SC359A30,CONNECTOR,RD-AA6603-05,FAA,5,HX
R5SC380A08,CONNECTOR,RD-FA5001-26,FAA,5,HX
R5TB163ZA15S,CONNECTOR,,FAA,1,HX
R5UB250ZA,连接器,RD-AV3006-01,FAA,1,HX
R5W0-0MG1-01,"SWITCH, PUSH",RD-AV1313-01,FAA,3,HX
R5W0-0MG1-01,"SWITCH, PUSH",RD-AV1313-01,FAA,1,HX
R5WP1A127A,"SWITCH, PUSH",RD-AA6603-05,FAA,4,HX
R5WP1A127A,"SWITCH, PUSH",RD-AA6603-05,FAA,50,HX
R5WP1A73A,复位开关,RD-AV3006-01,Confirm When Quote,2,HX
R5Z118A15S13,"CABLE, PRINTED FLEX",RD-AA6603-05,FAA,5,HX
R5Z241YA141,"CABLE, PRINTED FLEX",RD-AV9843-02,FAA,3,HX
R5Z325ZA,"PANEL, TOUCH, 10.6-IN.",RD-FW7805-10,FAA,1,HX
R5Z334ZA,FAN,RD-FW7805-10,FAA,1,HX
R5Z334ZA,FAN,RD-FW7805-10,FAA,1,HX
R5Z402ZA,LCDS CABLE,RD-FW7805-10,FAA,2,HX
R5Z402ZA,LCDS CABLE,RD-FW7805-10,FAA,1,HX
R5Z427YA,"FFC, AUDIO",RD-FD6816-01,FAA,1,HX
R5Z92B,"CARD ASSY, BACK LIGHT CONTROL",RD-AV9810-01,FAA,1,HX
R6BC117ZA,"KEY, FF/REW",RD-FA5001-26,FAA,11,HX
R6BC117ZA,"KEY, FF/REW",RD-FA5001-26,FAA,13,HX
R6BC117ZA,"KEY, FF/REW",RD-FA5001-26,FAA,40,HX
R6BC118ZA,KEY，STOP,RD-FA5001-26,FAA,3,HX
R6BC120YB,"KEY (A), PCU",RD-FA5101-19,FAA,5,HX
R6BC121YB,"KEY (B), PCU",RD-FA5101-19,FAA,5,HX
R6BC122YB,"KEY (C), PCU",RD-FA5101-19,FAA,5,HX
R6BC123ZA8,"KEY, SHOOT",RD-FA5001-26,FAA,1,HX
R6BC123ZA8,"KEY, SHOOT",RD-FA5001-26,FAA,5,HX
R6BC143ZA8,"BUTTON, CURSOR CENTER",RD-FA5101-19,FAA,5,HX
R6BE26ZB,"KEY, CROSS",RD-AA6603-05,FAA,2,HX
R6BE27ZB,"BUTTON, ENTER",RD-AA6603-05,FAA,1,HX
R6BE28ZA,"KEY, SHOOT",RD-AA6603-05,FAA,24,HX
R6BE34AZA,"KEY, CURSOR",RD-FA5001-26,FAA,9,HX
R6BE35ZB8,"KEY, CURSOR",RD-FA5101-19,FAA,5,HX
R6BE36ZB,"KEY, INT",RD-FA5101-19,FAA,2,HX
R6BN47ZA,KNOB,RD-AV3006-01,Confirm When Quote,2,HX
R6BN47ZA,KNOB,RD-AV3006-01,Confirm When Quote,3,HX
R6DE10A,BEARING,RD-AX7308-01,FAA,3,HX
R6DE10A,BEARING,RD-AX7308-01,FAA,4,HX
R6DE17ZA,BEARING,RD-AA902125-03,FAA,2,HX
R6DE24ZB,"CLUTCH, SLIP",RD-AV9810-01,FAA,1,HX
R6GE143ZC,"COVER, BOTTOM",RD-AV9810-01,FAA,1,HX
R6GE146ZC,"ADAPTOR, CORNER",RD-AV9810-01,FAA,3,HX
R6GE147ZC,"ADAPTOR, CORNER",RD-AV9810-01,FAA,2,HX
R6GE148ZC,"ADAPTOR, CORNER",RD-AV9810-01,FAA,2,HX
R6GE149ZC,"ADAPTOR, CORNER,",RD-AV9810-01,FAA,3,HX
R6GE209YA,"ADAPTOR, CORNER",RD-AV9844-01,FAA,2,HX
R6GE211YA,"ADAPTOR, CORNER",RD-AV9844-01,FAA,2,HX
R6GE4A,LABEL,RD-AA4513-01,FAA,3,HX
R6GP188ZB,"PANEL, FRONT",RD-AA902124-03,FAA,1,HX
R6HE110ZA,STUD MOUNTING,4039891-903,Confirm When Quote,3,HX
R6HE110ZA,STUD MOUNTING,4039891-903,Confirm When Quote,5,HX
R6HE162ZA,PLUGNUT,RD-AV3006-01,FAA,1,HX
R6HE440ZA,"SPACER, A",RD-AA902125-03,FAA,1,HX
R6HE669ZA,"PLATE, GROUND",RD-AA6603-05,FAA,1,HX
R6HE679ZA,WASHER,RD-AV9810-01,FAA,3,HX
R6HG10038ZA,"PAD, SWITCH",RD-FW7790-20,FAA,1,HX
R6HG160ZA,Cushion,RD-FW7805-10,FAA,6,HX
R6HG396ZA,"CONTACT, CROSS KEY",RD-AA6603-05,FAA,3,HX
R6HG500ZA,"RUBBER, PCU",RD-FA5002-03,FAA,6,HX
R6HG508YA,"KEY, QWERTY (B)",RD-FA5002-02,FAA,7,HX
R6HG515ZA,"KEY, CURSOR, CONTACT",RD-FA5101-19,FAA,5,HX
R6HG518ZA,"KEY, QWERTY, CONTACT (A)",RD-FA5101-19,FAA,1,HX
R6HG519ZA,"KEY, QWERTY, CONTACT (B)",RD-FA5101-19,FAA,1,HX
R6HG522XA,"RUBBER (A), PCU",RD-FA5101-19,FAA,5,HX
R6HG523ZA,"RUBBER (B), PCU",RD-FA5101-19,FAA,5,HX
R6HG523ZA,"RUBBER (B), PCU",RD-FA5101-19,FAA,1,HX
R6HG528ZA,SPACER,RD-FA5101-19,FAA,1,HX
R6HG760YA,Rubber Sheet,RD-AV9843-01,FAA,1,HX
R6HM1093ZA,"PLATE, ADPTR HOLD (A)",RD-FA5101-19,FAA,1,HX
R6HM1093ZA,"PLATE, ADPTR HOLD (A)",RD-FA5101-19,FAA,1,HX
R6HM1094ZA,"PLATE, ADPTR HOLD (B)",RD-FA5101-19,FAA,1,HX
R6HM1095ZB,"PLATE, HOLD",RD-FA5101-19,FAA,1,HX
R6HM779ZA,LINK,RD-AA902125-03,FAA,1,HX
R6HR10047AZA,BUTTON (R),RD-FW7795-21,FAA,10,HX
R6HR10048LA,BUTTON (M),RD-FW7795-21,FAA,10,HX
R6HR10049HA,BUTTON,RD-FW7795-21,FAA,10,HX
R6HR10084FA,"BUTTON,LEFT",RD-FW7805-10,FAA,2,HX
R6HR10085NA,"BUTTON,MIDDLE",RD-FW7805-10,FAA,2,HX
R6HR10086JA,"BUTTON,RIGHT",RD-FW7805-10,FAA,2,HX
R6HR10492ZA,Tape,RD-FW7805-10,FAA,1,HX
R6HR116A,"WASHER,PLASTIC",RD-AX7308-01,Confirm When Quote,1,HX
R6HR1373ZA,"RAIL,MOUNTING(LONG)",RD-AV9809-01,FAA,2,HX
R6HR1394ZA,SMALL PIECE,,Confirm When Quote,3,HX
R6HR1549XA,"SLOT, CARD",RD-AA6603-05,FAA,21,HX
R6HR1696ZA,SHEET,RD-AA6603-05,FAA,7,HX
R6HR1696ZA,SHEET,RD-AA6603-05,FAA,9,HX
R6HR1697ZA,SHEET,RD-AA6603-05,FAA,2,HX
R6HR1716ZA,SHUTTER,RD-AV1313-01,FAA,3,HX
R6HR1838VB8,"PIECE, CORD ADAPTER",RD-KA5617-02,FAA,3,HX
R6HR1838YB8,"PIECE, CORD ADAPTER",RD-KA5612-18,FAA,6,HX
R6HR1838YB8,"PIECE, CORD ADAPTER",RD-KA5612-18,FAA,20,HX
R6HR1839YA,"SHEET, BLIND",RD-FA5001-49,FAA,2,HX
R6HR1868ZB,"PLATE, LIGHTING GUIDE",RD-FA5101-19,FAA,1,HX
R6HR1869ZA,"SHEET (A), BLK",RD-FA5101-19,FAA,5,HX
R6HR1869ZA,"SHEET (A), BLK",RD-FA5101-19,FAA,1,HX
R6HR1870ZA,"SHEET (B), BLK",RD-FA5101-19,FAA,5,HX
R6HR1871YA,"SHEET, BLIND",RD-FA5101-19,FAA,1,HX
R6HR1874ZA,"COVER, SHADING",RD-FA5101-19,FAA,1,HX
R6HR1879ZA,"SHEET, BLK (B)",RD-FA5001-26,FAA,7,HX
R6HR1880ZA,"SHEET, BLK (C)",SIC8107-5,FAA,11,HX
R6HR2209ZA,PP-tubes,RD-AV9843-01,FAA,5,HX
R6HR2262ZA,PET Sheet,RD-AV9843-01,FAA,1,HX
R6HR75A,"TIE,CABLE",RD-KA5612-27,FAA,5,HX
R6HR762ZA,SHEET,RD-AV9810-01,FAA,1,HX
R6HR763ZA,SHEET,RD-AV9810-01,FAA,1,HX
R6HR845ZA,"SHEET, INSULATING",RD-AV9810-01,FAA,2,HX
R6HR846ZA,PLASTICSHEET,RD-AV9809-01,FAA,1,HX
R6HR846ZA,PLASTICSHEET,RD-AV9809-01,FAA,3,HX
R6HR91A,"WASHER,SWING PLATE",RD-AX7308-01,Confirm When Quote,1,HX
R6HR91A,"WASHER,SWING PLATE",RD-AX7308-01,FAA,1,HX
R6KE101ZG,FRAME,RD-AA6558-15,FAA,1,HX
R6KE179UB,"HOLDER, ADAPTER",RD-AA6603-05,FAA,22,HX
R6KE179UB,"HOLDER, ADAPTER",RD-AA6603-05,FAA,20,HX
R6KE181XB,"BUTTON, RELEASE",RD-AA6983-06,FAA,3,HX
R6KE219VA8,"ADAPTER, CORD",RD-KA5617-02,FAA,3,HX
R6KE219YA8,"ADAPTER, CORD",RD-KA5612-18,FAA,2,HX
R6KE219YA8,"ADAPTER, CORD",RD-KA5612-18,FAA,10,HX
R6KE219YA8,"ADAPTER, CORD",RD-KA5612-18,FAA,20,HX
